Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Mumbai,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4500.0,Skoda,Rapid,10
Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14500.0,Audi,A4,11
Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5250.0,Maruti,Swift,10
Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1200.0,Tata,Indica,12
Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,4950.0,Toyota,Innova,18
Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7500.0,Renault,Duster,11
Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48000.0,Mercedes-Benz,E-Class,9
Delhi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4450.0,Honda,Amaze,9
Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59650.0,Mercedes-Benz,GLE,6
Kochi,2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4380.0,Maruti,Ritz,9
Kochi,2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7900.0,Maruti,Ciaz,8
Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1880.0,Hyundai,Santro,16
Mumbai,2008,81000,Diesel,Automatic,Second,18.48,1493.0,97.7,5.0,10500.0,BMW,5,16
Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7290.0,Maruti,Baleno,6
Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6000.0,Ford,Fiesta,12
Chennai,2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6700.0,Mahindra,XUV500,13
Jaipur,2009,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1500.0,Maruti,Alto,15
Kochi,2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23800.0,Mini,Cooper,8
Kochi,2014,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7770.0,Mahindra,XUV500,10
Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3320.0,Hyundai,Santro,12
Kochi,2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4940.0,Maruti,Swift,9
Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11000.0,Mercedes-Benz,A,11
Hyderabad,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3400.0,Renault,KWID,8
Kochi,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4170.0,Maruti,Swift,11
Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1250.0,Maruti,Zen,19
Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5450.0,Hyundai,Grand,8
Jaipur,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2590.0,Tata,Manza,12
Pune,2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12010.0,Mahindra,XUV500,9
Delhi,2010,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2450.0,Maruti,Swift,14
Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,29000.0,Audi,Q3,9
Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399.0,97.7,5.0,2400.0,Ford,Fiesta,16
Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11990.0,Mercedes-Benz,New,14
Delhi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7900.0,Honda,City,9
Pune,2010,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,6250.0,Toyota,Innova,14
Pune,2011,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1800.0,Chevrolet,Beat,13
Delhi,2013,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,2800.0,Maruti,Wagon,11
Mumbai,2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4900.0,Honda,Jazz,9
Jaipur,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2250.0,Nissan,Micra,14
Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8890.0,Maruti,Ciaz,7
Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15000.0,Toyota,Fortuner,12
Kolkata,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5650.0,Ford,Aspire,6
Jaipur,2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7000.0,Maruti,Ertiga,10
Hyderabad,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2950.0,Maruti,Alto,8
Chennai,2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3300.0,Honda,Brio,11
Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3500.0,Hyundai,Verna,14
Jaipur,2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2300.0,Honda,City,17
Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13690.0,Hyundai,Creta,7
Delhi,2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3100.0,Toyota,Etios,11
Mumbai,2014,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12750.0,Hyundai,Sonata,10
Pune,2017,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13750.0,Hyundai,Creta,7
Chennai,2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6750.0,Honda,Jazz,7
Chennai,2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5250.0,Volkswagen,Vento,10
Mumbai,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8750.0,Mahindra,XUV500,9
Kochi,2017,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8870.0,Mahindra,TUV,7
Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6500.0,Honda,Accord,14
Pune,2012,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4500.0,Maruti,Ertiga,12
Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12500.0,Mahindra,Ssangyong,12
Delhi,2014,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16800.0,Toyota,Fortuner,10
Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8750.0,Maruti,Ertiga,8
Pune,2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8500.0,Hyundai,Elantra,11
Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2210.0,Hyundai,i10,13
Jaipur,2012,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1600.0,Maruti,Omni,12
Delhi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6250.0,Honda,Amaze,8
Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2250.0,Honda,Civic,17
Kochi,2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25750.0,Mercedes-Benz,CLA,5
Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6750.0,Skoda,Superb,14
Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6250.0,Maruti,Ciaz,9
Delhi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5100.0,Ford,Ecosport,11
Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10750.0,Mercedes-Benz,M-Class,15
Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5700.0,Hyundai,Grand,8
Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5950.0,Volkswagen,Vento,11
Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2400.0,Chevrolet,Beat,12
Mumbai,2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3490.0,Mahindra,Quanto,11
Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4000.0,Hyundai,i10,13
Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3850.0,Toyota,Etios,11
Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3950.0,Toyota,Corolla,14
Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3000.0,Hyundai,i10,11
Kochi,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6700.0,Ford,Figo,6
Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6140.0,Maruti,Ritz,8
Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4400.0,Hyundai,i20,12
Pune,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4250.0,Maruti,Swift,7
Kochi,2010,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,25930.0,BMW,7,14
Kolkata,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7000.0,Maruti,S,8
Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,25120.0,Toyota,Fortuner,7
Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4450.0,Hyundai,EON,7
Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2400.0,Hyundai,i20,13
Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4330.0,Volkswagen,Vento,12
Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6930.0,Maruti,Swift,7
Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4250.0,Hyundai,i20,10
Pune,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12500.0,Mercedes-Benz,E-Class,14
Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4900.0,Hyundai,Grand,9
Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4500.0,Hyundai,i20,10
Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3000.0,Renault,KWID,8
Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5800.0,Hyundai,Xcent,9
Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3330.0,Volkswagen,Vento,13
Kochi,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6620.0,Chevrolet,Cruze,9
Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5750.0,Nissan,Terrano,9
Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6200.0,Hyundai,Verna,12
Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3500.0,Maruti,Celerio,9
Pune,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2000.0,Maruti,Wagon,14
Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4000.0,Hyundai,i20,12
Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9500.0,Audi,A4,13
Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17500.0,BMW,X1,11
Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6110.0,Skoda,Rapid,9
Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3750.0,Hyundai,i10,10
Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,6200.0,Mitsubishi,Pajero,17
Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6150.0,Honda,City,10
Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2400.0,Maruti,Alto,12
Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,2150.0,Maruti,Swift,15
Kolkata,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3750.0,Hyundai,Grand,8
Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2150.0,Ford,Figo,13
Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4750.0,Hyundai,Grand,9
Mumbai,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2450.0,Maruti,SX4,14
Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11150.0,Honda,City,7
Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,8900.0,Renault,Duster,8
Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4350.0,Honda,Amaze,10
Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12000.0,Toyota,Innova,9
Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,8500.0,BMW,3,15
Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4270.0,Hyundai,i10,7
Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4250.0,Renault,Duster,12
Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,9250.0,Mitsubishi,Outlander,14
Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8610.0,Maruti,Vitara,7
Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,28000.0,Mercedes-Benz,R-Class,14
Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9250.0,Ford,EcoSport,6
Chennai,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8600.0,Hyundai,Verna,8
Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7530.0,Volkswagen,Polo,6
Mumbai,2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,5750.0,Renault,Duster,10
Chennai,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4150.0,Honda,Brio,12
Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5840.0,Ford,Figo,7
Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,16500.0,Audi,A6,12
Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43000.0,BMW,X5,9
Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3550.0,Hyundai,i10,11
Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8900.0,Hyundai,i20,6
Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,2500.0,Skoda,Octavia,18
Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,3850.0,Hyundai,Verna,14
Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,7500.0,Hyundai,Verna,12
Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,1800.0,Hyundai,Getz,19
Chennai,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2250.0,Ford,Figo,14
Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24250.0,Audi,A6,9
Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4350.0,Volkswagen,Polo,9
Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11500.0,BMW,X1,12
Kolkata,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4750.0,Honda,City,10
Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4990.0,Hyundai,i20,12
Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9150.0,Honda,Jazz,6
Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1,1493.0,97.7,5.0,2350.0,Maruti,Swift,18
Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,13990.0,Honda,CR-V,10
Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,19750.0,Mercedes-Benz,A,10
Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16770.0,Mahindra,XUV500,6
Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,2500.0,Mahindra,Bolero,18
Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,3650.0,Renault,Scala,11
Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,23500.0,Land,Rover,12
Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3110.0,Maruti,Alto,7
Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4570.0,Toyota,Etios,11
Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5320.0,Hyundai,i20,10
Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3200.0,Hyundai,i10,12
Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5630.0,Maruti,Swift,8
Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3000.0,Hyundai,EON,9
Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,9250.0,BMW,3,14
Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,1200.0,Tata,Indigo,13
Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2150.0,Maruti,Alto,9
Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3050.0,Volkswagen,Polo,14
Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11500.0,Toyota,Corolla,10
Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2300.0,Hyundai,Santro,16
Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4950.0,Maruti,Swift,8
Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4750.0,Renault,Scala,11
Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10150.0,Maruti,Vitara,6
Kolkata,2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2650.0,Nissan,Micra,13
Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3800.0,Ford,Figo,9
Kochi,2017,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,16680.0,Honda,CR-V,7
Pune,2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,5000.0,Nissan,Terrano,10
Chennai,2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,3750.0,Toyota,Etios,13
Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,4110.0,Hyundai,i20,11
Chennai,2015,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,4250.0,Ford,Figo,9
Mumbai,2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,3450.0,Mitsubishi,Pajero,20
Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,22500.0,Audi,A4,10
Delhi,2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,4500.0,Toyota,Innova,18
Jaipur,2007,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,900.0,Chevrolet,Aveo,17
Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1850.0,Hyundai,Getz,18
Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3250.0,Honda,Amaze,11
Pune,2010,63600,Diesel,Manual,Second,17.8,1248.0,97.7,5.0,3100.0,Maruti,Swift,14
Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7340.0,Ford,Ecosport,10
Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,4250.0,Volkswagen,CrossPolo,9
Delhi,2016,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6450.0,Hyundai,Elite,8
Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,10750.0,Toyota,Innova,13
Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,27750.0,Mercedes-Benz,M-Class,9
Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,990.0,Maruti,Wagon,19
Pune,2016,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,24000.0,Ford,Endeavour,8
Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6100.0,Hyundai,Elite,8
Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8250.0,Honda,WRV,7
Bangalore,2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4650.0,Volkswagen,Polo,11
Mumbai,2014,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,9750.0,Honda,CR-V,10
Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4400.0,Hyundai,Grand,10
Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3990.0,Maruti,Swift,10
Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,45730.0,BMW,5,8
Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5270.0,Ford,Ecosport,10
Mumbai,2014,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,3500.0,Maruti,Wagon,10
Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7250.0,Honda,City,8
Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,1600.0,Tata,Indigo,16
Pune,2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6000.0,Renault,Duster,10
Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3000.0,Hyundai,i10,14
Mumbai,2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4950.0,Honda,Jazz,9
Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8990.0,Maruti,SX4,8
Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,1850.0,Honda,Accord,17
Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6160.0,Volkswagen,Polo,8
Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3500.0,Maruti,Ritz,14
Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4500.0,Honda,Amaze,10
Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7750.0,Hyundai,i20,7
Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6600.0,Renault,Duster,10
Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4980.0,Hyundai,Grand,10
Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,9750.0,BMW,3,16
Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5550.0,Ford,Ecosport,10
Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10300.0,Volkswagen,Vento,8
Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,7500.0,Honda,Accord,13
Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1800.0,Chevrolet,Aveo,16
Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6250.0,Volkswagen,Polo,7
Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,6800.0,Mahindra,Xylo,9
Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3000.0,Hyundai,i10,15
Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11600.0,Mahindra,XUV500,9
Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,6950.0,Hyundai,Elantra,11
Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,3500.0,Volkswagen,Passat,14
Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5500.0,Hyundai,Grand,10
Mumbai,2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5650.0,Hyundai,i20,9
Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3250.0,Chevrolet,Enjoy,11
Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,7720.0,Skoda,Rapid,9
Pune,2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12000.0,Hyundai,Creta,8
Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,1550.0,Chevrolet,Beat,11
Delhi,2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10750.0,Toyota,Fortuner,13
Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6720.0,Hyundai,i20,8
Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,28550.0,Audi,Q7,12
Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,75000.0,Porsche,Panamera,11
Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10490.0,Honda,City,8
Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3800.0,Mahindra,Quanto,12
Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,18500.0,Audi,A4,12
Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,6000.0,Hyundai,Sonata,11
Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5500.0,Hyundai,Verna,12
Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2300.0,Maruti,Wagon,14
Jaipur,2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8700.0,Maruti,Ertiga,8
Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,4950.0,Hyundai,Xcent,9
Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4250.0,Maruti,Swift,12
Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,10940.0,Mahindra,XUV500,7
Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21260.0,BMW,5,11
Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11500.0,Toyota,Corolla,8
Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6000.0,Hyundai,i20,9
Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,4100.0,Mahindra,KUV,8
